127.0.0.1 - - [08/Jun/2018:09:42:37 +0900] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [08/Jun/2018:12:13:15 +0900] "GET /HTML5/input/teacher.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2018:12:13:15 +0900] "GET /HTML5/input/input.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2018:12:15:40 +0900] "GET /HTML5/input/teacher.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2018:12:15:40 +0900] "GET /HTML5/input/input.css HTTP/1.1" 200 1662
0:0:0:0:0:0:0:1 - - [08/Jun/2018:12:16:09 +0900] "GET /HTML5/input/teacher.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2018:12:16:10 +0900] "GET /HTML5/input/input.css HTTP/1.1" 200 3036
0:0:0:0:0:0:0:1 - - [08/Jun/2018:12:16:36 +0900] "GET /HTML5/input/teacher.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2018:12:16:36 +0900] "GET /HTML5/input/input.css HTTP/1.1" 200 1952
0:0:0:0:0:0:0:1 - - [08/Jun/2018:12:19:30 +0900] "GET /HTML5/input/teacher.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2018:12:19:31 +0900] "GET /HTML5/input/input.css HTTP/1.1" 200 1641
0:0:0:0:0:0:0:1 - - [08/Jun/2018:12:20:39 +0900] "GET /HTML5/input/teacher.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2018:12:20:39 +0900] "GET /HTML5/input/input.css HTTP/1.1" 200 1952
0:0:0:0:0:0:0:1 - - [08/Jun/2018:12:26:20 +0900] "GET /HTML5/input/teacher.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2018:12:26:20 +0900] "GET /HTML5/input/input.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2018:12:26:20 +0900] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [08/Jun/2018:13:50:47 +0900] "GET /HTML5/css/cssSelector.html HTTP/1.1" 200 570
0:0:0:0:0:0:0:1 - - [08/Jun/2018:13:50:47 +0900] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [08/Jun/2018:14:22:20 +0900] "GET /HTML5/css/selectBasic.html HTTP/1.1" 200 221
0:0:0:0:0:0:0:1 - - [08/Jun/2018:14:22:34 +0900] "GET /HTML5/css/selectBasic.html HTTP/1.1" 200 227
0:0:0:0:0:0:0:1 - - [08/Jun/2018:14:23:54 +0900] "GET /HTML5/css/selectBasic.html HTTP/1.1" 200 418
0:0:0:0:0:0:0:1 - - [08/Jun/2018:14:47:51 +0900] "GET /HTML5/css/selector.html HTTP/1.1" 200 444
0:0:0:0:0:0:0:1 - - [08/Jun/2018:14:47:51 +0900] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [08/Jun/2018:14:48:28 +0900] "GET /HTML5/css/selector.html HTTP/1.1" 200 554
0:0:0:0:0:0:0:1 - - [08/Jun/2018:14:48:28 +0900] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [08/Jun/2018:14:50:00 +0900] "GET /HTML5/css/selector.html HTTP/1.1" 200 554
0:0:0:0:0:0:0:1 - - [08/Jun/2018:14:50:33 +0900] "GET /HTML5/css/selector.html HTTP/1.1" 200 554
0:0:0:0:0:0:0:1 - - [08/Jun/2018:15:05:16 +0900] "GET /HTML5/css/css3Styleb.html HTTP/1.1" 200 399
0:0:0:0:0:0:0:1 - - [08/Jun/2018:15:49:15 +0900] "GET /HTML5/symantic/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2018:15:49:15 +0900] "GET /favicon.ico HTTP/1.1" 404 1085
0:0:0:0:0:0:0:1 - - [08/Jun/2018:15:49:22 +0900] "GET /HTML5/symantic/symantic.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2018:15:52:47 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 514
0:0:0:0:0:0:0:1 - - [08/Jun/2018:15:55:28 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 315
0:0:0:0:0:0:0:1 - - [08/Jun/2018:15:55:57 +0900] "GET /HTML5/input/teacher.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2018:15:55:57 +0900] "GET /HTML5/input/input.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2018:15:58:52 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 730
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:01:31 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 965
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:03:48 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 965
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:04:27 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1028
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:05:14 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1025
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:05:23 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1024
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:05:31 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1028
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:05:37 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1028
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:05:43 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1029
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:08:01 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1023
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:08:16 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1043
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:08:41 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1048
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:08:53 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1048
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:09:25 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1074
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:09:43 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1074
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:09:59 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1092
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:10:15 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1095
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:10:26 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1095
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:10:37 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1094
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:10:49 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1111
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:11:45 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1146
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:13:56 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1196
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:16:00 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1435
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:16:23 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1474
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:17:51 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1506
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:19:11 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1533
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:19:21 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1533
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:19:34 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1534
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:19:50 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1535
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:20:29 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1539
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:20:38 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1540
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:20:44 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1537
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:20:51 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1519
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:20:59 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1522
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:21:09 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1525
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:21:18 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1525
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:21:28 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1522
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:23:02 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1526
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:23:11 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1525
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:34:03 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:40:46 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1580
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:40:52 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1582
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:41:16 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1582
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:41:51 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1597
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:42:32 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:43:59 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1570
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:45:06 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1696
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:46:15 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1736
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:46:37 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1676
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:47:54 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1780
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:48:09 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1780
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:48:19 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1780
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:49:10 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1780
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:49:27 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1779
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:49:33 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1780
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:50:01 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1824
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:50:25 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1809
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:51:19 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1843
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:51:44 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1852
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:51:59 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1855
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:52:30 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1856
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:52:40 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1852
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:52:53 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1839
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:53:07 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1839
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:55:21 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1822
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:56:15 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1872
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:56:22 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1873
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:56:30 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1873
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:56:35 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1873
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:56:42 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1873
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:56:48 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1873
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:56:53 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1873
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:56:58 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:57:04 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1873
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:57:09 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1873
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:57:22 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1873
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:57:29 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1873
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:57:34 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1873
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:58:03 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1882
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:58:14 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1873
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:58:55 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1868
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:59:03 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1843
0:0:0:0:0:0:0:1 - - [08/Jun/2018:16:59:17 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 1873
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:01:56 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 2554
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:03:24 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3644
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:03:46 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3668
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:04:04 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3668
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:04:30 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3710
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:04:44 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3668
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:05:05 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3669
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:05:12 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3669
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:05:29 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3670
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:05:50 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3676
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:06:13 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3659
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:06:21 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3676
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:06:36 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3676
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:06:51 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3681
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:07:12 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3676
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:07:34 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3700
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:07:48 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3699
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:08:12 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3700
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:08:39 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3699
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:08:51 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3670
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:09:13 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3696
0:0:0:0:0:0:0:1 - - [08/Jun/2018:17:09:18 +0900] "GET /HTML5/Guitar/Guitar.html HTTP/1.1" 200 3699
